transaction_id,transaction_type,sales_order_id,purchase_order_id,created_at,last_updated
328,PURCHASE,,165,2022-12-22 15:03:10.229000,2022-12-22 15:03:10.229000
329,SALE,164,,2022-12-22 15:35:09.924000,2022-12-22 15:35:09.924000
330,SALE,165,,2022-12-22 15:50:10.266000,2022-12-22 15:50:10.266000
331,SALE,166,,2022-12-22 16:07:09.794000,2022-12-22 16:07:09.794000
332,PURCHASE,,166,2022-12-22 17:13:10.373000,2022-12-22 17:13:10.373000
333,SALE,167,,2022-12-22 17:24:09.958000,2022-12-22 17:24:09.958000
334,PURCHASE,,167,2022-12-22 17:42:10.730000,2022-12-22 17:42:10.730000
335,SALE,168,,2022-12-22 18:25:10.305000,2022-12-22 18:25:10.305000
336,PURCHASE,,168,2022-12-22 18:29:10.922000,2022-12-22 18:29:10.922000
337,PURCHASE,,169,2022-12-22 18:39:09.895000,2022-12-22 18:39:09.895000
338,SALE,169,,2022-12-22 18:46:10.616000,2022-12-22 18:46:10.616000
339,PURCHASE,,170,2022-12-23 08:36:10.594000,2022-12-23 08:36:10.594000
340,SALE,170,,2022-12-23 09:38:09.877000,2022-12-23 09:38:09.877000
341,SALE,171,,2022-12-23 09:41:10.365000,2022-12-23 09:41:10.365000
342,PURCHASE,,171,2022-12-23 10:05:09.988000,2022-12-23 10:05:09.988000
343,PURCHASE,,172,2022-12-23 11:28:10.470000,2022-12-23 11:28:10.470000
344,PURCHASE,,173,2022-12-23 11:41:09.865000,2022-12-23 11:41:09.865000
345,PURCHASE,,174,2022-12-23 11:43:10.304000,2022-12-23 11:43:10.304000
346,PURCHASE,,175,2022-12-23 12:03:09.930000,2022-12-23 12:03:09.930000
347,SALE,172,,2022-12-23 12:06:10.319000,2022-12-23 12:06:10.319000
348,SALE,173,,2022-12-23 12:27:10.293000,2022-12-23 12:27:10.293000
349,SALE,174,,2022-12-23 13:00:10.509000,2022-12-23 13:00:10.509000
350,SALE,175,,2022-12-23 13:33:10.217000,2022-12-23 13:33:10.217000
351,PURCHASE,,176,2022-12-23 13:34:10.189000,2022-12-23 13:34:10.189000
352,PURCHASE,,177,2022-12-23 13:56:09.786000,2022-12-23 13:56:09.786000
353,SALE,176,,2022-12-23 16:01:10.217000,2022-12-23 16:01:10.217000
354,SALE,177,,2022-12-23 16:53:09.890000,2022-12-23 16:53:09.890000
355,SALE,178,,2022-12-23 17:25:10.633000,2022-12-23 17:25:10.633000
356,SALE,179,,2022-12-26 08:05:10.099000,2022-12-26 08:05:10.099000
357,SALE,180,,2022-12-26 10:14:10.001000,2022-12-26 10:14:10.001000
358,SALE,181,,2022-12-26 12:02:10.056000,2022-12-26 12:02:10.056000
359,SALE,182,,2022-12-26 12:08:10.100000,2022-12-26 12:08:10.100000
360,PURCHASE,,178,2022-12-26 12:36:09.870000,2022-12-26 12:36:09.870000
361,SALE,183,,2022-12-26 12:37:10.140000,2022-12-26 12:37:10.140000
363,SALE,184,,2022-12-26 12:42:10.758000,2022-12-26 12:42:10.758000
362,PURCHASE,,179,2022-12-26 12:42:10.758000,2022-12-26 12:42:10.758000
364,PURCHASE,,180,2022-12-26 13:14:10.293000,2022-12-26 13:14:10.293000
365,SALE,185,,2022-12-26 15:44:10.307000,2022-12-26 15:44:10.307000
366,SALE,186,,2022-12-26 16:11:10.217000,2022-12-26 16:11:10.217000
367,SALE,187,,2022-12-26 17:25:10.274000,2022-12-26 17:25:10.274000
368,PURCHASE,,181,2022-12-26 17:55:10.414000,2022-12-26 17:55:10.414000
369,PURCHASE,,182,2022-12-26 18:36:10.260000,2022-12-26 18:36:10.260000
370,PURCHASE,,183,2022-12-26 18:54:10.601000,2022-12-26 18:54:10.601000
371,PURCHASE,,184,2022-12-27 08:07:10.181000,2022-12-27 08:07:10.181000
372,SALE,188,,2022-12-27 08:38:10.095000,2022-12-27 08:38:10.095000
373,SALE,189,,2022-12-27 10:18:10.303000,2022-12-27 10:18:10.303000
374,SALE,190,,2022-12-27 11:12:09.858000,2022-12-27 11:12:09.858000
375,PURCHASE,,185,2022-12-27 11:15:10.232000,2022-12-27 11:15:10.232000
376,SALE,191,,2022-12-27 11:43:10.368000,2022-12-27 11:43:10.368000
377,SALE,192,,2022-12-27 11:59:10.286000,2022-12-27 11:59:10.286000
378,PURCHASE,,186,2022-12-27 13:28:10.345000,2022-12-27 13:28:10.345000
379,SALE,193,,2022-12-27 14:04:09.720000,2022-12-27 14:04:09.720000
380,SALE,194,,2022-12-27 15:08:10.260000,2022-12-27 15:08:10.260000
381,PURCHASE,,187,2022-12-27 16:25:10.386000,2022-12-27 16:25:10.386000
382,SALE,195,,2022-12-27 16:27:10.160000,2022-12-27 16:27:10.160000
383,PURCHASE,,188,2022-12-27 16:39:09.855000,2022-12-27 16:39:09.855000
384,SALE,196,,2022-12-27 17:10:10.321000,2022-12-27 17:10:10.321000
385,SALE,197,,2022-12-27 18:27:10.276000,2022-12-27 18:27:10.276000
386,PURCHASE,,189,2022-12-28 08:30:10.396000,2022-12-28 08:30:10.396000
387,PURCHASE,,190,2022-12-28 08:38:10.153000,2022-12-28 08:38:10.153000
388,PURCHASE,,191,2022-12-28 09:39:10.030000,2022-12-28 09:39:10.030000
389,SALE,198,,2022-12-28 11:20:10.209000,2022-12-28 11:20:10.209000
390,SALE,199,,2022-12-28 11:29:10.091000,2022-12-28 11:29:10.091000
391,PURCHASE,,192,2022-12-28 12:11:10.119000,2022-12-28 12:11:10.119000
392,SALE,200,,2022-12-28 13:25:10.269000,2022-12-28 13:25:10.269000
393,SALE,201,,2022-12-28 13:27:10.176000,2022-12-28 13:27:10.176000
394,SALE,202,,2022-12-28 13:34:10.318000,2022-12-28 13:34:10.318000
395,SALE,203,,2022-12-28 14:21:10.363000,2022-12-28 14:21:10.363000
396,SALE,204,,2022-12-28 15:44:10.398000,2022-12-28 15:44:10.398000
397,PURCHASE,,193,2022-12-28 17:10:10.665000,2022-12-28 17:10:10.665000
398,PURCHASE,,194,2022-12-28 17:13:10.391000,2022-12-28 17:13:10.391000
399,SALE,205,,2022-12-28 17:18:10.161000,2022-12-28 17:18:10.161000
400,PURCHASE,,195,2022-12-28 18:10:10.323000,2022-12-28 18:10:10.323000
401,PURCHASE,,196,2022-12-28 18:14:09.878000,2022-12-28 18:14:09.878000
402,SALE,206,,2022-12-28 18:24:09.926000,2022-12-28 18:24:09.926000
403,PURCHASE,,197,2022-12-28 18:38:10.180000,2022-12-28 18:38:10.180000
404,PURCHASE,,198,2022-12-29 08:27:10.377000,2022-12-29 08:27:10.377000
405,SALE,207,,2022-12-29 08:35:10.244000,2022-12-29 08:35:10.244000
406,PURCHASE,,199,2022-12-29 10:36:10.309000,2022-12-29 10:36:10.309000
407,SALE,208,,2022-12-29 11:05:09.869000,2022-12-29 11:05:09.869000
408,SALE,209,,2022-12-29 11:24:10.190000,2022-12-29 11:24:10.190000
409,PURCHASE,,200,2022-12-29 11:46:10.136000,2022-12-29 11:46:10.136000
410,SALE,210,,2022-12-29 12:35:09.864000,2022-12-29 12:35:09.864000
411,PURCHASE,,201,2022-12-29 13:58:10.565000,2022-12-29 13:58:10.565000
412,PURCHASE,,202,2022-12-29 14:06:09.890000,2022-12-29 14:06:09.890000
413,SALE,211,,2022-12-29 14:10:10.120000,2022-12-29 14:10:10.120000
414,SALE,212,,2022-12-29 14:12:10.330000,2022-12-29 14:12:10.330000
415,PURCHASE,,203,2022-12-29 14:22:09.967000,2022-12-29 14:22:09.967000
416,PURCHASE,,204,2022-12-29 14:52:09.924000,2022-12-29 14:52:09.924000
417,SALE,213,,2022-12-29 14:55:10.629000,2022-12-29 14:55:10.629000
418,SALE,214,,2022-12-29 15:27:10.242000,2022-12-29 15:27:10.242000
419,PURCHASE,,205,2022-12-29 15:36:10.165000,2022-12-29 15:36:10.165000
420,PURCHASE,,206,2022-12-29 16:26:10.568000,2022-12-29 16:26:10.568000
421,PURCHASE,,207,2022-12-29 16:42:10.270000,2022-12-29 16:42:10.270000
422,PURCHASE,,208,2022-12-29 18:05:10.285000,2022-12-29 18:05:10.285000
423,PURCHASE,,209,2022-12-30 09:43:10.374000,2022-12-30 09:43:10.374000
424,SALE,215,,2022-12-30 09:51:10.103000,2022-12-30 09:51:10.103000
425,PURCHASE,,210,2022-12-30 11:27:10.519000,2022-12-30 11:27:10.519000
426,SALE,216,,2022-12-30 11:46:10.264000,2022-12-30 11:46:10.264000
427,PURCHASE,,211,2022-12-30 11:49:10.270000,2022-12-30 11:49:10.270000
428,PURCHASE,,212,2022-12-30 14:01:10.078000,2022-12-30 14:01:10.078000
429,SALE,217,,2022-12-30 14:35:10.286000,2022-12-30 14:35:10.286000
430,SALE,218,,2022-12-30 15:02:09.860000,2022-12-30 15:02:09.860000
431,SALE,219,,2022-12-30 16:18:10.393000,2022-12-30 16:18:10.393000
432,SALE,220,,2022-12-30 16:28:10.121000,2022-12-30 16:28:10.121000
433,SALE,221,,2022-12-30 18:01:10.164000,2022-12-30 18:01:10.164000
434,SALE,222,,2023-01-02 10:05:10.262000,2023-01-02 10:05:10.262000
435,PURCHASE,,213,2023-01-02 10:06:09.941000,2023-01-02 10:06:09.941000
436,SALE,223,,2023-01-02 10:11:09.966000,2023-01-02 10:11:09.966000
437,PURCHASE,,214,2023-01-02 10:24:10.293000,2023-01-02 10:24:10.293000
438,SALE,224,,2023-01-02 10:55:10.265000,2023-01-02 10:55:10.265000
439,PURCHASE,,215,2023-01-02 11:50:10.342000,2023-01-02 11:50:10.342000
440,SALE,225,,2023-01-02 12:55:10.263000,2023-01-02 12:55:10.263000
441,SALE,226,,2023-01-02 13:07:10.205000,2023-01-02 13:07:10.205000
442,PURCHASE,,216,2023-01-02 13:18:10.206000,2023-01-02 13:18:10.206000
443,SALE,227,,2023-01-02 13:43:10.172000,2023-01-02 13:43:10.172000
444,SALE,228,,2023-01-02 13:46:10.081000,2023-01-02 13:46:10.081000
445,SALE,229,,2023-01-02 13:54:10.323000,2023-01-02 13:54:10.323000
446,SALE,230,,2023-01-02 14:02:10.213000,2023-01-02 14:02:10.213000
447,SALE,231,,2023-01-02 14:03:10.001000,2023-01-02 14:03:10.001000
448,SALE,232,,2023-01-02 14:25:10.312000,2023-01-02 14:25:10.312000
449,SALE,233,,2023-01-02 14:28:09.895000,2023-01-02 14:28:09.895000
450,PURCHASE,,217,2023-01-02 14:46:10.392000,2023-01-02 14:46:10.392000
451,SALE,234,,2023-01-02 14:52:10.167000,2023-01-02 14:52:10.167000
452,PURCHASE,,218,2023-01-02 14:53:09.819000,2023-01-02 14:53:09.819000
453,PURCHASE,,219,2023-01-02 15:10:10.373000,2023-01-02 15:10:10.373000
454,SALE,235,,2023-01-02 15:16:10.267000,2023-01-02 15:16:10.267000
455,SALE,236,,2023-01-02 15:22:09.863000,2023-01-02 15:22:09.863000
456,PURCHASE,,220,2023-01-02 15:26:09.943000,2023-01-02 15:26:09.943000
457,SALE,237,,2023-01-02 15:43:10.183000,2023-01-02 15:43:10.183000
458,SALE,238,,2023-01-02 15:56:10.236000,2023-01-02 15:56:10.236000
459,SALE,239,,2023-01-02 17:10:10.268000,2023-01-02 17:10:10.268000
460,PURCHASE,,221,2023-01-02 17:24:10.347000,2023-01-02 17:24:10.347000
461,PURCHASE,,222,2023-01-02 17:29:10.477000,2023-01-02 17:29:10.477000
462,SALE,240,,2023-01-02 17:39:10.212000,2023-01-02 17:39:10.212000
463,PURCHASE,,223,2023-01-02 17:56:10.413000,2023-01-02 17:56:10.413000
464,SALE,241,,2023-01-02 18:10:10.296000,2023-01-02 18:10:10.296000
465,PURCHASE,,224,2023-01-02 18:36:10.211000,2023-01-02 18:36:10.211000
466,SALE,242,,2023-01-03 08:08:10.030000,2023-01-03 08:08:10.030000
467,SALE,243,,2023-01-03 08:12:10.276000,2023-01-03 08:12:10.276000
468,SALE,244,,2023-01-03 08:42:10.102000,2023-01-03 08:42:10.102000
469,SALE,245,,2023-01-03 09:18:09.825000,2023-01-03 09:18:09.825000
470,SALE,246,,2023-01-03 09:24:10.575000,2023-01-03 09:24:10.575000
471,SALE,247,,2023-01-03 10:38:10.073000,2023-01-03 10:38:10.073000
472,PURCHASE,,225,2023-01-03 10:58:10.261000,2023-01-03 10:58:10.261000
473,SALE,248,,2023-01-03 11:08:09.857000,2023-01-03 11:08:09.857000
474,PURCHASE,,226,2023-01-03 11:55:09.938000,2023-01-03 11:55:09.938000
475,SALE,249,,2023-01-03 12:57:10.224000,2023-01-03 12:57:10.224000
476,SALE,250,,2023-01-03 13:13:10.308000,2023-01-03 13:13:10.308000
477,PURCHASE,,227,2023-01-03 13:19:09.987000,2023-01-03 13:19:09.987000
478,SALE,251,,2023-01-03 13:26:09.872000,2023-01-03 13:26:09.872000
479,PURCHASE,,228,2023-01-03 13:36:10.509000,2023-01-03 13:36:10.509000
480,PURCHASE,,229,2023-01-03 13:57:10.353000,2023-01-03 13:57:10.353000
481,SALE,252,,2023-01-03 14:13:09.872000,2023-01-03 14:13:09.872000
482,SALE,253,,2023-01-03 14:26:10.363000,2023-01-03 14:26:10.363000
483,PURCHASE,,230,2023-01-03 14:41:09.913000,2023-01-03 14:41:09.913000
484,PURCHASE,,231,2023-01-03 16:22:10.213000,2023-01-03 16:22:10.213000
485,PURCHASE,,232,2023-01-03 17:25:10.333000,2023-01-03 17:25:10.333000
486,PURCHASE,,233,2023-01-03 18:00:10.802000,2023-01-03 18:00:10.802000
487,SALE,254,,2023-01-03 18:15:09.825000,2023-01-03 18:15:09.825000
488,SALE,255,,2023-01-04 08:12:10.581000,2023-01-04 08:12:10.581000
489,PURCHASE,,234,2023-01-04 08:19:10.173000,2023-01-04 08:19:10.173000
490,SALE,256,,2023-01-04 09:03:10.276000,2023-01-04 09:03:10.276000
491,SALE,257,,2023-01-04 09:30:09.973000,2023-01-04 09:30:09.973000
492,PURCHASE,,235,2023-01-04 10:15:10.184000,2023-01-04 10:15:10.184000
493,SALE,258,,2023-01-04 12:26:09.977000,2023-01-04 12:26:09.977000
494,PURCHASE,,236,2023-01-04 12:39:10.159000,2023-01-04 12:39:10.159000
495,PURCHASE,,237,2023-01-04 13:36:10.333000,2023-01-04 13:36:10.333000
496,PURCHASE,,238,2023-01-04 13:47:10.330000,2023-01-04 13:47:10.330000
497,SALE,259,,2023-01-04 14:04:10.078000,2023-01-04 14:04:10.078000
498,SALE,260,,2023-01-04 15:00:10.233000,2023-01-04 15:00:10.233000
499,SALE,261,,2023-01-04 17:44:10.476000,2023-01-04 17:44:10.476000
500,SALE,262,,2023-01-04 18:13:10.423000,2023-01-04 18:13:10.423000
501,SALE,263,,2023-01-04 18:18:10.472000,2023-01-04 18:18:10.472000
502,PURCHASE,,239,2023-01-04 18:32:09.783000,2023-01-04 18:32:09.783000
503,SALE,264,,2023-01-04 18:53:10.335000,2023-01-04 18:53:10.335000
504,SALE,265,,2023-01-05 08:59:10.005000,2023-01-05 08:59:10.005000
505,SALE,266,,2023-01-05 09:38:09.973000,2023-01-05 09:38:09.973000
506,PURCHASE,,240,2023-01-05 09:48:09.907000,2023-01-05 09:48:09.907000
507,SALE,267,,2023-01-05 11:00:10.545000,2023-01-05 11:00:10.545000
508,SALE,268,,2023-01-05 12:14:10.325000,2023-01-05 12:14:10.325000
509,SALE,269,,2023-01-05 12:48:10.194000,2023-01-05 12:48:10.194000
510,PURCHASE,,241,2023-01-05 13:07:10.184000,2023-01-05 13:07:10.184000
511,PURCHASE,,242,2023-01-05 13:43:09.961000,2023-01-05 13:43:09.961000
512,SALE,270,,2023-01-05 14:04:10.441000,2023-01-05 14:04:10.441000
513,SALE,271,,2023-01-05 14:10:10.243000,2023-01-05 14:10:10.243000
514,SALE,272,,2023-01-05 14:47:09.931000,2023-01-05 14:47:09.931000
515,SALE,273,,2023-01-05 15:01:09.954000,2023-01-05 15:01:09.954000
516,PURCHASE,,243,2023-01-05 15:32:09.954000,2023-01-05 15:32:09.954000
517,PURCHASE,,244,2023-01-05 15:56:10.246000,2023-01-05 15:56:10.246000
518,PURCHASE,,245,2023-01-05 17:19:10.220000,2023-01-05 17:19:10.220000
519,SALE,274,,2023-01-05 17:43:10.089000,2023-01-05 17:43:10.089000
520,SALE,275,,2023-01-05 18:28:10.108000,2023-01-05 18:28:10.108000
521,PURCHASE,,246,2023-01-06 08:17:10.337000,2023-01-06 08:17:10.337000
522,PURCHASE,,247,2023-01-06 09:00:10.207000,2023-01-06 09:00:10.207000
523,PURCHASE,,248,2023-01-06 10:57:10.615000,2023-01-06 10:57:10.615000
524,SALE,276,,2023-01-06 11:20:10.251000,2023-01-06 11:20:10.251000
525,PURCHASE,,249,2023-01-06 11:43:10.338000,2023-01-06 11:43:10.338000
526,PURCHASE,,250,2023-01-06 12:50:09.938000,2023-01-06 12:50:09.938000
527,PURCHASE,,251,2023-01-06 14:41:10.211000,2023-01-06 14:41:10.211000
528,SALE,277,,2023-01-06 14:53:10.200000,2023-01-06 14:53:10.200000
529,PURCHASE,,252,2023-01-06 14:53:10.202000,2023-01-06 14:53:10.202000
530,SALE,278,,2023-01-06 15:19:10.162000,2023-01-06 15:19:10.162000
531,SALE,279,,2023-01-06 15:35:10.192000,2023-01-06 15:35:10.192000
532,SALE,280,,2023-01-06 15:59:10.402000,2023-01-06 15:59:10.402000
533,SALE,281,,2023-01-06 17:45:09.951000,2023-01-06 17:45:09.951000
534,PURCHASE,,253,2023-01-06 18:44:10.482000,2023-01-06 18:44:10.482000
535,SALE,282,,2023-01-06 18:47:09.986000,2023-01-06 18:47:09.986000
536,PURCHASE,,254,2023-01-09 08:55:10.389000,2023-01-09 08:55:10.389000
537,PURCHASE,,255,2023-01-09 09:34:10.396000,2023-01-09 09:34:10.396000
538,PURCHASE,,256,2023-01-09 09:48:10.769000,2023-01-09 09:48:10.769000
539,PURCHASE,,257,2023-01-09 09:49:09.684000,2023-01-09 09:49:09.684000
540,SALE,283,,2023-01-09 11:53:10.655000,2023-01-09 11:53:10.655000
541,SALE,284,,2023-01-09 11:58:10.068000,2023-01-09 11:58:10.068000
542,PURCHASE,,258,2023-01-09 12:04:10.216000,2023-01-09 12:04:10.216000
543,SALE,285,,2023-01-09 12:59:09.869000,2023-01-09 12:59:09.869000
544,PURCHASE,,259,2023-01-09 13:24:10.395000,2023-01-09 13:24:10.395000
545,SALE,286,,2023-01-09 14:10:09.920000,2023-01-09 14:10:09.920000
546,PURCHASE,,260,2023-01-09 14:24:10.218000,2023-01-09 14:24:10.218000
547,PURCHASE,,261,2023-01-09 14:55:09.984000,2023-01-09 14:55:09.984000
548,PURCHASE,,262,2023-01-09 15:43:10.375000,2023-01-09 15:43:10.375000
549,PURCHASE,,263,2023-01-09 16:20:10.310000,2023-01-09 16:20:10.310000
550,PURCHASE,,264,2023-01-09 16:27:09.812000,2023-01-09 16:27:09.812000
551,SALE,287,,2023-01-09 17:35:10.547000,2023-01-09 17:35:10.547000
552,PURCHASE,,265,2023-01-09 18:06:09.932000,2023-01-09 18:06:09.932000
553,PURCHASE,,266,2023-01-09 18:40:09.890000,2023-01-09 18:40:09.890000
554,SALE,288,,2023-01-09 18:43:10.150000,2023-01-09 18:43:10.150000
555,PURCHASE,,267,2023-01-09 18:44:10.296000,2023-01-09 18:44:10.296000
556,SALE,289,,2023-01-10 08:01:10.752000,2023-01-10 08:01:10.752000
557,SALE,290,,2023-01-10 08:33:10.101000,2023-01-10 08:33:10.101000
558,PURCHASE,,268,2023-01-10 09:16:10.489000,2023-01-10 09:16:10.489000
559,PURCHASE,,269,2023-01-10 09:30:10.059000,2023-01-10 09:30:10.059000
560,SALE,291,,2023-01-10 09:37:10.086000,2023-01-10 09:37:10.086000
561,PURCHASE,,270,2023-01-10 09:58:09.967000,2023-01-10 09:58:09.967000
562,SALE,292,,2023-01-10 10:06:10.138000,2023-01-10 10:06:10.138000
563,SALE,293,,2023-01-10 10:33:10.187000,2023-01-10 10:33:10.187000
564,PURCHASE,,271,2023-01-10 10:34:09.925000,2023-01-10 10:34:09.925000
565,SALE,294,,2023-01-10 10:39:10.121000,2023-01-10 10:39:10.121000
566,SALE,295,,2023-01-10 10:43:09.867000,2023-01-10 10:43:09.867000
567,PURCHASE,,272,2023-01-10 10:44:10.263000,2023-01-10 10:44:10.263000
568,PURCHASE,,273,2023-01-10 12:05:09.998000,2023-01-10 12:05:09.998000
569,PURCHASE,,274,2023-01-10 13:05:10.160000,2023-01-10 13:05:10.160000
570,SALE,296,,2023-01-10 13:07:10.383000,2023-01-10 13:07:10.383000
571,SALE,297,,2023-01-10 13:54:10.060000,2023-01-10 13:54:10.060000
572,SALE,298,,2023-01-10 14:28:09.857000,2023-01-10 14:28:09.857000
573,PURCHASE,,275,2023-01-10 14:34:10.305000,2023-01-10 14:34:10.305000
574,SALE,299,,2023-01-10 14:43:10.071000,2023-01-10 14:43:10.071000
575,PURCHASE,,276,2023-01-10 14:47:10.478000,2023-01-10 14:47:10.478000
576,SALE,300,,2023-01-10 15:30:09.996000,2023-01-10 15:30:09.996000
577,SALE,301,,2023-01-10 15:34:10.154000,2023-01-10 15:34:10.154000
578,PURCHASE,,277,2023-01-10 16:08:10.326000,2023-01-10 16:08:10.326000
579,SALE,302,,2023-01-10 16:21:10.088000,2023-01-10 16:21:10.088000
580,SALE,303,,2023-01-10 16:43:10.819000,2023-01-10 16:43:10.819000
581,SALE,304,,2023-01-10 16:53:09.936000,2023-01-10 16:53:09.936000
582,SALE,305,,2023-01-10 17:53:09.962000,2023-01-10 17:53:09.962000
583,SALE,306,,2023-01-11 09:03:09.949000,2023-01-11 09:03:09.949000
584,SALE,307,,2023-01-11 09:13:10.182000,2023-01-11 09:13:10.182000
585,PURCHASE,,278,2023-01-11 09:16:10.279000,2023-01-11 09:16:10.279000
586,SALE,308,,2023-01-11 09:34:10.338000,2023-01-11 09:34:10.338000
587,SALE,309,,2023-01-11 09:35:09.801000,2023-01-11 09:35:09.801000
588,SALE,310,,2023-01-11 09:59:10.068000,2023-01-11 09:59:10.068000
589,SALE,311,,2023-01-11 10:25:09.983000,2023-01-11 10:25:09.983000
590,SALE,312,,2023-01-11 10:26:10.355000,2023-01-11 10:26:10.355000
591,SALE,313,,2023-01-11 11:12:10.214000,2023-01-11 11:12:10.214000
592,SALE,314,,2023-01-11 11:22:10.231000,2023-01-11 11:22:10.231000
593,PURCHASE,,279,2023-01-11 11:24:09.760000,2023-01-11 11:24:09.760000
594,PURCHASE,,280,2023-01-11 11:45:10.338000,2023-01-11 11:45:10.338000
595,SALE,315,,2023-01-11 11:49:10.124000,2023-01-11 11:49:10.124000
596,SALE,316,,2023-01-11 12:01:09.986000,2023-01-11 12:01:09.986000
597,PURCHASE,,281,2023-01-11 14:26:10.004000,2023-01-11 14:26:10.004000
598,PURCHASE,,282,2023-01-11 14:46:10.340000,2023-01-11 14:46:10.340000
599,PURCHASE,,283,2023-01-11 15:00:10.350000,2023-01-11 15:00:10.350000
600,PURCHASE,,284,2023-01-11 15:53:10.173000,2023-01-11 15:53:10.173000
601,SALE,317,,2023-01-11 17:18:10.097000,2023-01-11 17:18:10.097000
602,SALE,318,,2023-01-11 17:26:10.100000,2023-01-11 17:26:10.100000
603,SALE,319,,2023-01-11 17:27:10.113000,2023-01-11 17:27:10.113000
604,SALE,320,,2023-01-11 18:05:09.982000,2023-01-11 18:05:09.982000
605,PURCHASE,,285,2023-01-11 18:22:10.062000,2023-01-11 18:22:10.062000
606,SALE,321,,2023-01-11 18:22:10.068000,2023-01-11 18:22:10.068000
607,SALE,322,,2023-01-12 08:46:09.881000,2023-01-12 08:46:09.881000
608,SALE,323,,2023-01-12 09:27:10.446000,2023-01-12 09:27:10.446000
609,SALE,324,,2023-01-12 09:38:09.960000,2023-01-12 09:38:09.960000
610,SALE,325,,2023-01-12 10:33:10.018000,2023-01-12 10:33:10.018000
611,SALE,326,,2023-01-12 10:53:09.978000,2023-01-12 10:53:09.978000
612,PURCHASE,,286,2023-01-12 11:02:10.370000,2023-01-12 11:02:10.370000
613,PURCHASE,,287,2023-01-12 11:45:10.088000,2023-01-12 11:45:10.088000
614,PURCHASE,,288,2023-01-12 12:25:10.357000,2023-01-12 12:25:10.357000
615,PURCHASE,,289,2023-01-12 14:29:10.269000,2023-01-12 14:29:10.269000
616,PURCHASE,,290,2023-01-12 15:04:09.784000,2023-01-12 15:04:09.784000
617,SALE,327,,2023-01-12 15:27:10.246000,2023-01-12 15:27:10.246000
618,PURCHASE,,291,2023-01-12 15:42:10.367000,2023-01-12 15:42:10.367000
619,SALE,328,,2023-01-12 15:49:10.033000,2023-01-12 15:49:10.033000
620,PURCHASE,,292,2023-01-12 16:20:10.435000,2023-01-12 16:20:10.435000
621,SALE,329,,2023-01-12 16:21:10.077000,2023-01-12 16:21:10.077000
622,SALE,330,,2023-01-12 16:23:10.166000,2023-01-12 16:23:10.166000
623,SALE,331,,2023-01-12 16:25:10.221000,2023-01-12 16:25:10.221000
624,SALE,332,,2023-01-12 16:34:10.386000,2023-01-12 16:34:10.386000
625,PURCHASE,,293,2023-01-12 16:41:09.972000,2023-01-12 16:41:09.972000
626,SALE,333,,2023-01-12 16:52:10.349000,2023-01-12 16:52:10.349000
627,SALE,334,,2023-01-12 17:56:10.148000,2023-01-12 17:56:10.148000
628,PURCHASE,,294,2023-01-12 18:08:10.201000,2023-01-12 18:08:10.201000
629,PURCHASE,,295,2023-01-12 18:12:09.967000,2023-01-12 18:12:09.967000
630,PURCHASE,,296,2023-01-12 18:15:10.058000,2023-01-12 18:15:10.058000
631,SALE,335,,2023-01-13 08:35:09.951000,2023-01-13 08:35:09.951000
632,SALE,336,,2023-01-13 08:37:10.053000,2023-01-13 08:37:10.053000
633,PURCHASE,,297,2023-01-13 08:37:10.051000,2023-01-13 08:37:10.051000
634,SALE,337,,2023-01-13 08:40:09.969000,2023-01-13 08:40:09.969000
635,SALE,338,,2023-01-13 08:51:10.306000,2023-01-13 08:51:10.306000
636,SALE,339,,2023-01-13 09:28:10.293000,2023-01-13 09:28:10.293000
637,SALE,340,,2023-01-13 09:50:10.061000,2023-01-13 09:50:10.061000
638,SALE,341,,2023-01-13 09:59:10.293000,2023-01-13 09:59:10.293000
639,SALE,342,,2023-01-13 10:01:09.838000,2023-01-13 10:01:09.838000
640,SALE,343,,2023-01-13 10:09:10.428000,2023-01-13 10:09:10.428000
641,SALE,344,,2023-01-13 10:22:10.106000,2023-01-13 10:22:10.106000
642,SALE,345,,2023-01-13 11:16:10.120000,2023-01-13 11:16:10.120000
643,SALE,346,,2023-01-13 11:26:10.245000,2023-01-13 11:26:10.245000
644,PURCHASE,,298,2023-01-13 12:18:09.907000,2023-01-13 12:18:09.907000
645,SALE,347,,2023-01-13 12:18:09.905000,2023-01-13 12:18:09.905000
646,SALE,348,,2023-01-13 12:39:10.724000,2023-01-13 12:39:10.724000
647,SALE,349,,2023-01-13 13:27:09.951000,2023-01-13 13:27:09.951000
648,SALE,350,,2023-01-13 14:25:10.143000,2023-01-13 14:25:10.143000
649,PURCHASE,,299,2023-01-13 16:05:10.234000,2023-01-13 16:05:10.234000
650,SALE,351,,2023-01-13 16:24:10.175000,2023-01-13 16:24:10.175000
651,SALE,352,,2023-01-13 16:57:09.816000,2023-01-13 16:57:09.816000
652,SALE,353,,2023-01-13 17:13:10.306000,2023-01-13 17:13:10.306000
653,SALE,354,,2023-01-13 17:15:10.175000,2023-01-13 17:15:10.175000
654,SALE,355,,2023-01-13 17:44:10.434000,2023-01-13 17:44:10.434000
655,SALE,356,,2023-01-13 17:55:10.126000,2023-01-13 17:55:10.126000
656,SALE,357,,2023-01-13 18:18:10.337000,2023-01-13 18:18:10.337000
657,PURCHASE,,300,2023-01-13 18:47:10.240000,2023-01-13 18:47:10.240000
