purchase_order_id,created_at,last_updated,staff_id,counterparty_id,item_code,item_quantity,item_unit_price,currency_id,agreed_delivery_date,agreed_payment_date,agreed_delivery_location_id
201,2022-12-29 13:58:10.565000,2022-12-29 13:58:10.565000,15,18,X9VT780,239,649.54,2,2023-01-02,2022-12-30,20
203,2022-12-29 14:22:09.967000,2022-12-29 14:22:09.967000,5,20,OIR4C3A,520,693.92,3,2023-01-01,2023-01-02,28
204,2022-12-29 14:52:09.924000,2022-12-29 14:52:09.924000,16,20,0W2LNP3,440,930.76,2,2023-01-02,2022-12-31,20
205,2022-12-29 15:36:10.165000,2022-12-29 15:36:10.165000,3,3,FG5RVJA,504,5.51,2,2022-12-29,2022-12-29,13
207,2022-12-29 16:42:10.270000,2022-12-29 16:42:10.270000,2,6,87TNYNL,986,69.38,3,2023-01-04,2022-12-31,15
208,2022-12-29 18:05:10.285000,2022-12-29 18:05:10.285000,19,10,QVOOFDK,892,796.24,3,2023-01-05,2023-01-03,10
150,2022-12-21 14:45:10.307000,2022-12-21 14:45:10.307000,13,11,VU4LR5L,421,154.26,3,2022-12-22,2022-12-24,16
202,2022-12-29 14:06:09.890000,2022-12-29 14:06:09.890000,16,9,W9BT2ES,683,653.64,2,2023-02-17,2022-12-31,28
172,2022-12-23 11:28:10.470000,2022-12-23 11:28:10.470000,20,19,167VUTB,583,721.77,2,2022-12-24,2022-12-24,24
209,2022-12-30 09:43:10.374000,2022-12-30 09:43:10.374000,5,4,TC94P9Q,177,810.30,3,2023-01-01,2023-01-03,8
210,2022-12-30 11:27:10.519000,2022-12-30 11:27:10.519000,20,13,7WZXU5H,603,599.64,2,2023-01-04,2023-01-03,8
211,2022-12-30 11:49:10.270000,2022-12-30 11:49:10.270000,18,13,SNQC5AZ,153,733.27,3,2022-12-31,2023-01-04,10
212,2022-12-30 14:01:10.078000,2022-12-30 14:01:10.078000,11,4,NWR3DJW,892,524.60,2,2023-01-04,2023-01-05,23
213,2023-01-02 10:06:09.941000,2023-01-02 10:06:09.941000,19,7,77EMUEZ,359,545.13,3,2023-01-08,2023-01-06,21
214,2023-01-02 10:24:10.293000,2023-01-02 10:24:10.293000,13,7,IJCREKH,610,474.94,3,2023-01-06,2023-01-04,8
217,2023-01-02 14:46:10.392000,2023-01-02 14:46:10.392000,12,5,D5LMU6G,570,433.46,2,2023-01-07,2023-01-06,13
219,2023-01-02 15:10:10.373000,2023-01-02 15:10:10.373000,9,8,HKWBOJX,89,561.28,2,2023-01-04,2023-01-04,17
220,2023-01-02 15:26:09.943000,2023-01-02 15:26:09.943000,18,19,SHBK82C,449,282.57,2,2023-01-06,2023-01-03,14
221,2023-01-02 17:24:10.347000,2023-01-02 17:24:10.347000,16,8,QZS8Y0D,693,598.68,2,2023-01-03,2023-01-03,10
222,2023-01-02 17:29:10.477000,2023-01-02 17:29:10.477000,4,4,OPJBUI5,782,30.39,3,2023-01-08,2023-01-03,30
224,2023-01-02 18:36:10.211000,2023-01-02 18:36:10.211000,10,3,VC3Q7PG,954,6.91,2,2023-01-06,2023-01-05,18
225,2023-01-03 10:58:10.261000,2023-01-03 10:58:10.261000,12,17,3NLNKRZ,17,895.08,2,2023-01-05,2023-01-04,22
226,2023-01-03 11:55:09.938000,2023-01-03 11:55:09.938000,6,6,F5ODNPV,916,103.67,2,2023-01-09,2023-01-03,9
227,2023-01-03 13:19:09.987000,2023-01-03 13:19:09.987000,9,17,SQYVSBF,494,75.17,3,2023-01-08,2023-01-06,4
228,2023-01-03 13:36:10.509000,2023-01-03 13:36:10.509000,8,8,8ML4XAG,619,444.60,3,2023-01-07,2023-01-07,9
230,2023-01-03 14:41:09.913000,2023-01-03 14:41:09.913000,18,20,X42IWRR,139,524.69,2,2023-01-08,2023-01-06,19
231,2023-01-03 16:22:10.213000,2023-01-03 16:22:10.213000,19,3,GRQVAH6,915,694.06,2,2023-01-10,2023-01-07,18
232,2023-01-03 17:25:10.333000,2023-01-03 17:25:10.333000,4,14,ZYXHLCI,743,267.79,2,2023-01-06,2023-01-05,3
233,2023-01-03 18:00:10.802000,2023-01-03 18:00:10.802000,14,3,8X26U4F,924,66.91,3,2023-01-05,2023-01-03,11
234,2023-01-04 08:19:10.173000,2023-01-04 08:19:10.173000,19,2,TNLZIPO,851,855.25,3,2023-01-07,2023-01-09,17
235,2023-01-04 10:15:10.184000,2023-01-04 10:15:10.184000,4,14,JWKKSW0,886,490.44,2,2023-01-10,2023-01-07,28
236,2023-01-04 12:39:10.159000,2023-01-04 12:39:10.159000,6,17,FCK8XNO,928,560.92,3,2023-01-11,2023-01-09,12
237,2023-01-04 13:36:10.333000,2023-01-04 13:36:10.333000,10,3,3TDCIFD,902,408.30,2,2023-01-07,2023-01-07,8
238,2023-01-04 13:47:10.330000,2023-01-04 13:47:10.330000,3,17,051R0D2,971,304.71,3,2023-01-09,2023-01-07,11
239,2023-01-04 18:32:09.783000,2023-01-04 18:32:09.783000,18,2,I063GD3,157,148.14,2,2023-01-09,2023-01-09,7
240,2023-01-05 09:48:09.907000,2023-01-05 09:48:09.907000,16,19,28NB0UM,156,103.76,3,2023-01-12,2023-01-09,23
241,2023-01-05 13:07:10.184000,2023-01-05 13:07:10.184000,20,10,WKBJGIX,313,259.90,2,2023-01-11,2023-01-06,15
242,2023-01-05 13:43:09.961000,2023-01-05 13:43:09.961000,4,12,CLK88RB,524,179.02,3,2023-01-07,2023-01-09,14
243,2023-01-05 15:32:09.954000,2023-01-05 15:32:09.954000,13,4,T7IWW7F,21,146.52,3,2023-01-09,2023-01-05,10
244,2023-01-05 15:56:10.246000,2023-01-05 15:56:10.246000,10,16,LX20FV1,379,238.54,3,2023-01-11,2023-01-11,4
245,2023-01-05 17:19:10.220000,2023-01-05 17:19:10.220000,14,3,KXEM3VQ,737,978.06,2,2023-01-10,2023-01-06,26
246,2023-01-06 08:17:10.337000,2023-01-06 08:17:10.337000,11,16,BQL4A7O,122,562.92,3,2023-01-09,2023-01-07,2
215,2023-01-02 11:50:10.342000,2023-01-02 11:50:10.342000,14,11,J0604R4,159,639.76,3,2023-01-02,2023-01-07,2
247,2023-01-06 09:00:10.207000,2023-01-06 09:00:10.207000,15,9,FNAWTPU,649,992.38,3,2023-01-09,2023-01-08,28
248,2023-01-06 10:57:10.615000,2023-01-06 10:57:10.615000,14,10,09CV7LL,983,317.04,3,2023-01-07,2023-01-11,24
249,2023-01-06 11:43:10.338000,2023-01-06 11:43:10.338000,2,9,1FYWX44,94,864.15,3,2023-01-11,2023-01-11,30
250,2023-01-06 12:50:09.938000,2023-01-06 12:50:09.938000,3,16,EV2ZX6V,173,515.47,3,2023-01-07,2023-01-11,8
251,2023-01-06 14:41:10.211000,2023-01-06 14:41:10.211000,2,5,R8BKW9X,64,838.52,2,2023-01-09,2023-01-07,2
252,2023-01-06 14:53:10.202000,2023-01-06 14:53:10.202000,9,8,CYSDKLO,163,364.93,3,2023-01-12,2023-01-11,29
253,2023-01-06 18:44:10.482000,2023-01-06 18:44:10.482000,9,20,ZW9NUQ8,184,328.68,2,2023-01-08,2023-01-09,12
254,2023-01-09 08:55:10.389000,2023-01-09 08:55:10.389000,6,6,KWQR56M,740,717.37,2,2023-01-13,2023-01-11,11
255,2023-01-09 09:34:10.396000,2023-01-09 09:34:10.396000,2,18,5KXLW62,591,330.43,3,2023-01-15,2023-01-13,18
256,2023-01-09 09:48:10.769000,2023-01-09 09:48:10.769000,16,18,0L0Z1XJ,193,186.79,2,2023-01-10,2023-01-09,29
257,2023-01-09 09:49:09.684000,2023-01-09 09:49:09.684000,12,4,014OEPM,639,52.12,2,2023-01-12,2023-01-13,14
258,2023-01-09 12:04:10.216000,2023-01-09 12:04:10.216000,12,3,MQEGNS7,748,764.81,2,2023-01-10,2023-01-09,19
259,2023-01-09 13:24:10.395000,2023-01-09 13:24:10.395000,9,12,ZKYV1A8,746,531.92,3,2023-01-12,2023-01-11,6
260,2023-01-09 14:24:10.218000,2023-01-09 14:24:10.218000,5,17,68IL1EF,719,599.00,3,2023-01-14,2023-01-10,14
261,2023-01-09 14:55:09.984000,2023-01-09 14:55:09.984000,9,20,D6IFVIU,396,872.44,3,2023-01-13,2023-01-15,28
262,2023-01-09 15:43:10.375000,2023-01-09 15:43:10.375000,8,10,3RNEYHP,976,140.00,2,2023-01-09,2023-01-14,20
263,2023-01-09 16:20:10.310000,2023-01-09 16:20:10.310000,4,17,EDRGI55,65,162.67,3,2023-01-10,2023-01-13,8
264,2023-01-09 16:27:09.812000,2023-01-09 16:27:09.812000,18,20,VIN9OB3,603,537.23,2,2023-01-16,2023-01-11,29
265,2023-01-09 18:06:09.932000,2023-01-09 18:06:09.932000,20,14,GWKHLW1,465,805.42,2,2023-01-11,2023-01-11,30
266,2023-01-09 18:40:09.890000,2023-01-09 18:40:09.890000,4,8,Y6OJXMC,897,113.63,3,2023-01-10,2023-01-15,11
267,2023-01-09 18:44:10.296000,2023-01-09 18:44:10.296000,2,17,MABG6SY,142,233.21,2,2023-01-13,2023-01-11,28
268,2023-01-10 09:16:10.489000,2023-01-10 09:16:10.489000,8,4,2K2TXG0,553,297.23,2,2023-01-12,2023-01-11,10
269,2023-01-10 09:30:10.059000,2023-01-10 09:30:10.059000,8,4,DTB9WJ7,315,883.15,3,2023-01-15,2023-01-16,13
270,2023-01-10 09:58:09.967000,2023-01-10 09:58:09.967000,14,3,DDYV5C3,803,243.92,2,2023-01-14,2023-01-11,20
271,2023-01-10 10:34:09.925000,2023-01-10 10:34:09.925000,16,10,33TUJEM,440,516.97,2,2023-01-10,2023-01-13,24
272,2023-01-10 10:44:10.263000,2023-01-10 10:44:10.263000,15,10,KPJEP0H,568,876.32,3,2023-01-15,2023-01-16,6
273,2023-01-10 12:05:09.998000,2023-01-10 12:05:09.998000,13,11,S02JCZB,806,511.48,3,2023-01-11,2023-01-15,2
274,2023-01-10 13:05:10.160000,2023-01-10 13:05:10.160000,9,14,0DJLB3V,872,900.19,3,2023-01-11,2023-01-11,26
275,2023-01-10 14:34:10.305000,2023-01-10 14:34:10.305000,7,5,QU9QPCN,784,888.12,2,2023-01-11,2023-01-12,18
276,2023-01-10 14:47:10.478000,2023-01-10 14:47:10.478000,14,7,0W4NB10,681,21.45,2,2023-01-11,2023-01-14,29
277,2023-01-10 16:08:10.326000,2023-01-10 16:08:10.326000,10,6,R68AYPW,527,443.62,3,2023-01-14,2023-01-11,20
278,2023-01-11 09:16:10.279000,2023-01-11 09:16:10.279000,9,15,I0KA2CX,605,330.16,3,2023-01-11,2023-01-13,29
223,2023-01-02 17:56:10.413000,2023-01-02 17:56:10.413000,5,20,C9IQFM8,592,597.57,3,2023-01-02,2023-01-08,10
216,2023-01-02 13:18:10.206000,2023-01-02 13:18:10.206000,13,16,01AIJK1,355,216.94,3,2023-03-04,2023-01-07,2
229,2023-01-03 13:57:10.353000,2023-01-03 13:57:10.353000,8,10,7MVVPJ3,107,42.26,2,2023-01-07,2023-01-07,28
279,2023-01-11 11:24:09.760000,2023-01-11 11:24:09.760000,11,4,Y5OC658,382,697.91,2,2023-01-15,2023-01-12,8
280,2023-01-11 11:45:10.338000,2023-01-11 11:45:10.338000,20,4,7TCZ596,874,411.85,3,2023-01-18,2023-01-14,11
281,2023-01-11 14:26:10.004000,2023-01-11 14:26:10.004000,15,15,FRKUBTZ,969,802.19,3,2023-01-15,2023-01-16,23
282,2023-01-11 14:46:10.340000,2023-01-11 14:46:10.340000,20,19,ZWH5FOP,926,586.98,3,2023-01-18,2023-01-15,6
283,2023-01-11 15:00:10.350000,2023-01-11 15:00:10.350000,13,16,2J70ETR,73,197.04,3,2023-01-14,2023-01-16,12
284,2023-01-11 15:53:10.173000,2023-01-11 15:53:10.173000,14,2,671T8X5,280,270.36,3,2023-01-12,2023-01-13,11
285,2023-01-11 18:22:10.062000,2023-01-11 18:22:10.062000,4,16,BAFMI6J,120,623.59,3,2023-01-12,2023-01-14,26
286,2023-01-12 11:02:10.370000,2023-01-12 11:02:10.370000,11,13,T6ZYMG3,94,68.40,3,2023-01-14,2023-01-13,10
287,2023-01-12 11:45:10.088000,2023-01-12 11:45:10.088000,11,17,L4RXX2F,150,332.86,2,2023-01-17,2023-01-16,21
288,2023-01-12 12:25:10.357000,2023-01-12 12:25:10.357000,19,16,SQNN93I,606,496.11,3,2023-01-15,2023-01-14,5
289,2023-01-12 14:29:10.269000,2023-01-12 14:29:10.269000,9,8,P1GDOYS,515,48.66,1,2023-01-16,2023-01-14,7
290,2023-01-12 15:04:09.784000,2023-01-12 15:04:09.784000,10,17,XT90VL6,666,748.33,2,2023-01-14,2023-01-14,10
291,2023-01-12 15:42:10.367000,2023-01-12 15:42:10.367000,8,4,SOH85K4,703,734.79,2,2023-01-14,2023-01-17,18
292,2023-01-12 16:20:10.435000,2023-01-12 16:20:10.435000,13,14,X0AH72Z,518,862.05,3,2023-01-14,2023-01-13,17
293,2023-01-12 16:41:09.972000,2023-01-12 16:41:09.972000,8,13,82NHGK7,362,642.09,3,2023-01-14,2023-01-18,14
294,2023-01-12 18:08:10.201000,2023-01-12 18:08:10.201000,18,17,3XI5SZG,368,506.67,1,2023-01-18,2023-01-15,28
295,2023-01-12 18:12:09.967000,2023-01-12 18:12:09.967000,15,9,YBX4EE6,964,644.11,1,2023-01-19,2023-01-17,3
296,2023-01-12 18:15:10.058000,2023-01-12 18:15:10.058000,19,14,IZ2ZQ5E,654,249.01,3,2023-01-16,2023-01-14,28
297,2023-01-13 08:37:10.051000,2023-01-13 08:37:10.051000,5,14,P6ZBRA0,26,685.70,2,2023-01-15,2023-01-14,8
298,2023-01-13 12:18:09.907000,2023-01-13 12:18:09.907000,7,7,PENTX6X,906,339.85,2,2023-01-16,2023-01-16,6
299,2023-01-13 16:05:10.234000,2023-01-13 16:05:10.234000,10,6,QDPRG66,264,977.14,3,2023-01-13,2023-01-19,22
300,2023-01-13 18:47:10.240000,2023-01-13 18:47:10.240000,16,14,PAYBP2Q,337,622.69,2,2023-01-19,2023-01-14,26
301,2023-01-16 08:17:10.320000,2023-01-16 08:17:10.320000,6,17,0A8AJDZ,886,77.07,2,2023-01-21,2023-01-18,5
302,2023-01-16 12:52:10.128000,2023-01-16 12:52:10.128000,12,10,0S5KSXR,258,981.24,3,2023-01-21,2023-01-20,24
303,2023-01-16 13:21:09.691000,2023-01-16 13:21:09.691000,19,16,NBJM851,299,465.44,2,2023-01-17,2023-01-18,19
304,2023-01-16 16:28:09.800000,2023-01-16 16:28:09.800000,4,8,L2YYEGM,609,199.01,3,2023-01-20,2023-01-21,28
305,2023-01-16 18:22:10.583000,2023-01-16 18:22:10.583000,11,9,N19Q48A,751,507.90,1,2023-01-18,2023-01-21,13
206,2022-12-29 16:26:10.568000,2022-12-29 16:26:10.568000,18,17,DINK8HI,723,780.72,2,2023-01-02,2022-12-31,5
306,2023-01-17 11:21:10.312000,2023-01-17 11:21:10.312000,18,12,RC1S7UT,713,975.42,3,2023-01-21,2023-01-20,2
307,2023-01-17 12:23:10.058000,2023-01-17 12:23:10.058000,7,3,U2NC8NM,168,488.82,3,2023-01-17,2023-01-21,5
308,2023-01-17 15:21:10.654000,2023-01-17 15:21:10.654000,15,9,SYTP9E1,665,751.17,2,2023-01-18,2023-01-21,15
309,2023-01-17 15:30:09.943000,2023-01-17 15:30:09.943000,10,7,TK3BR5U,2,472.45,3,2023-01-18,2023-01-21,7
310,2023-01-17 17:23:10.058000,2023-01-17 17:23:10.058000,18,11,9Y8XKDU,481,681.92,1,2023-01-18,2023-01-20,20
311,2023-01-18 08:01:10.799000,2023-01-18 08:01:10.799000,12,18,INF8CA3,16,201.81,1,2023-01-19,2023-01-19,13
312,2023-01-18 08:54:10.132000,2023-01-18 08:54:10.132000,9,16,L7P645Y,420,173.52,1,2023-01-22,2023-01-19,17
313,2023-01-18 09:08:10.071000,2023-01-18 09:08:10.071000,9,12,1ZSOOJL,838,381.75,3,2023-01-24,2023-01-21,17
315,2023-01-18 10:31:10.239000,2023-01-18 10:31:10.239000,5,3,XI9888W,323,751.20,2,2023-01-21,2023-01-20,9
317,2023-01-18 11:17:10.019000,2023-01-18 11:17:10.019000,20,19,ASUAGEG,470,848.36,1,2023-01-22,2023-01-23,13
318,2023-01-18 13:24:10.016000,2023-01-18 13:24:10.016000,7,18,BZK8EQ4,190,38.06,2,2023-01-25,2023-01-23,4
319,2023-01-18 13:58:09.877000,2023-01-18 13:58:09.877000,3,16,P8SZDVF,521,16.75,2,2023-01-25,2023-01-22,20
320,2023-01-18 14:25:10.401000,2023-01-18 14:25:10.401000,14,3,7J0JJJY,199,899.27,2,2023-01-19,2023-01-22,19
321,2023-01-18 14:58:10.212000,2023-01-18 14:58:10.212000,19,1,XWLW78Q,608,537.14,2,2023-01-18,2023-01-21,25
322,2023-01-18 15:30:10.386000,2023-01-18 15:30:10.386000,11,18,USV4HQR,626,427.33,3,2023-01-25,2023-01-21,30
323,2023-01-18 17:14:10.199000,2023-01-18 17:14:10.199000,8,10,WRQ522D,466,393.05,1,2023-01-25,2023-01-21,17
324,2023-01-18 17:39:09.804000,2023-01-18 17:39:09.804000,5,2,PLYZQKZ,640,297.25,2,2023-01-21,2023-01-21,14
325,2023-01-18 18:21:10.262000,2023-01-18 18:21:10.262000,19,15,YK00V7P,478,196.46,1,2023-01-22,2023-01-22,8
326,2023-01-19 09:20:10.239000,2023-01-19 09:20:10.239000,12,11,HI20IL4,576,225.46,2,2023-01-21,2023-01-25,27
327,2023-01-19 09:39:09.793000,2023-01-19 09:39:09.793000,8,9,0C6Y350,802,109.77,3,2023-01-24,2023-01-23,26
328,2023-01-19 10:27:09.882000,2023-01-19 10:27:09.882000,13,17,KHUY7JX,739,73.33,1,2023-01-19,2023-01-25,26
329,2023-01-19 11:05:09.939000,2023-01-19 11:05:09.939000,19,4,9CWPXVA,569,412.88,1,2023-01-25,2023-01-25,29
330,2023-01-19 14:22:10.543000,2023-01-19 14:22:10.543000,3,4,9ZSB5LH,846,777.07,1,2023-01-25,2023-01-24,8
331,2023-01-19 15:00:10.108000,2023-01-19 15:00:10.108000,8,14,ZN19CVI,933,10.19,3,2023-01-21,2023-01-24,20
332,2023-01-19 15:04:09.894000,2023-01-19 15:04:09.894000,14,8,HFVTOS3,419,202.93,3,2023-01-20,2023-01-21,2
333,2023-01-19 16:09:10.052000,2023-01-19 16:09:10.052000,10,15,HFMCLSW,734,773.24,2,2023-01-25,2023-01-20,11
334,2023-01-19 17:40:10.323000,2023-01-19 17:40:10.323000,3,16,5GCYJ7F,583,948.16,2,2023-01-26,2023-01-20,10
335,2023-01-19 18:20:10.182000,2023-01-19 18:20:10.182000,12,10,R9DU057,693,737.04,2,2023-01-25,2023-01-23,25
336,2023-01-20 08:51:09.930000,2023-01-20 08:51:09.930000,4,18,FKULYIP,37,8.15,1,2023-01-23,2023-01-22,18
337,2023-01-20 11:36:10.068000,2023-01-20 11:36:10.068000,4,16,ZJ6KRGG,975,786.14,1,2023-01-26,2023-01-26,28
338,2023-01-20 13:41:09.809000,2023-01-20 13:41:09.809000,18,2,IPPNGOV,254,125.68,3,2023-01-21,2023-01-23,11
339,2023-01-20 14:03:10.019000,2023-01-20 14:03:10.019000,2,17,B1CNFO0,59,331.49,1,2023-01-24,2023-01-24,23
340,2023-01-20 14:13:10.069000,2023-01-20 14:13:10.069000,9,3,VWSFAFP,390,625.96,2,2023-01-21,2023-01-24,2
341,2023-01-20 18:17:10.183000,2023-01-20 18:17:10.183000,17,18,FLC31Z8,29,530.00,3,2023-01-24,2023-01-20,24
343,2023-01-23 09:59:10.173000,2023-01-23 09:59:10.173000,6,3,3Q0ENAR,786,844.79,3,2023-01-29,2023-01-28,15
344,2023-01-23 10:24:10.247000,2023-01-23 10:24:10.247000,3,17,3ZKSXDK,600,258.31,2,2023-01-26,2023-01-28,22
345,2023-01-23 11:21:09.968000,2023-01-23 11:21:09.968000,19,10,2KT57CN,213,915.51,1,2023-01-30,2023-01-28,3
346,2023-01-23 16:03:09.913000,2023-01-23 16:03:09.913000,17,2,EIOLRBQ,377,277.09,1,2023-01-26,2023-01-26,6
347,2023-01-23 16:33:10.150000,2023-01-23 16:33:10.150000,16,3,KSFZS5D,898,805.91,1,2023-01-27,2023-01-26,12
314,2023-01-18 09:44:10.311000,2023-01-18 09:44:10.311000,1,13,1WVXS8N,65,527.61,3,2023-01-21,2023-01-18,8
316,2023-01-18 10:55:10.031000,2023-01-18 10:55:10.031000,4,19,92XQIN5,150,777.74,2,2023-01-19,2023-01-22,16
348,2023-01-23 16:34:10.056000,2023-01-23 16:34:10.056000,3,11,X6CGHZU,619,17.65,3,2023-01-26,2023-01-25,27
349,2023-01-23 18:49:10.197000,2023-01-23 18:49:10.197000,14,7,LHJPQ4V,564,148.50,3,2023-01-29,2023-01-26,11
350,2023-01-24 08:28:10.255000,2023-01-24 08:28:10.255000,5,20,QH0GXO8,905,111.01,2,2023-01-25,2023-01-28,15
351,2023-01-24 08:35:09.825000,2023-01-24 08:35:09.825000,5,15,ZO03XX4,601,337.69,2,2023-01-25,2023-01-26,23
352,2023-01-24 09:21:10.202000,2023-01-24 09:21:10.202000,15,19,TS4PXWR,879,772.08,2,2023-01-25,2023-01-27,2
354,2023-01-24 12:24:09.928000,2023-01-24 12:24:09.928000,9,11,PJK0S2L,997,449.25,1,2023-01-26,2023-01-27,25
355,2023-01-24 16:01:10.351000,2023-01-24 16:01:10.351000,7,1,6LINQEL,998,768.30,1,2023-01-29,2023-01-29,25
356,2023-01-24 18:43:09.854000,2023-01-24 18:43:09.854000,8,11,JBBCGIH,501,38.42,2,2023-01-30,2023-01-29,21
357,2023-01-24 18:54:09.941000,2023-01-24 18:54:09.941000,7,20,T7XLPIE,502,692.92,3,2023-01-27,2023-01-28,3
358,2023-01-25 08:45:10.263000,2023-01-25 08:45:10.263000,17,12,W2ESX0L,698,928.52,3,2023-01-29,2023-01-27,13
359,2023-01-25 09:57:10.299000,2023-01-25 09:57:10.299000,15,13,ZBX0DZF,455,956.17,1,2023-02-01,2023-01-30,22
360,2023-01-25 10:43:09.908000,2023-01-25 10:43:09.908000,5,1,OOT9NQR,842,523.69,2,2023-01-26,2023-01-27,21
361,2023-01-25 14:22:10.192000,2023-01-25 14:22:10.192000,4,12,S48CT0A,624,253.39,1,2023-01-28,2023-01-29,3
362,2023-01-26 08:04:10.200000,2023-01-26 08:04:10.200000,3,10,DUUVRPB,187,364.18,3,2023-01-29,2023-01-27,6
363,2023-01-26 08:07:09.999000,2023-01-26 08:07:09.999000,20,9,4MLSOMG,44,875.82,2,2023-02-02,2023-01-29,20
364,2023-01-26 09:10:09.919000,2023-01-26 09:10:09.919000,14,5,RZJ4ZKJ,391,724.31,2,2023-01-31,2023-01-31,12
353,2023-01-24 11:47:09.926000,2023-01-24 11:47:09.926000,14,14,YYR2BXL,141,892.28,1,2023-01-24,2023-01-27,14
365,2023-01-26 10:08:09.935000,2023-01-26 10:08:09.935000,14,14,B9CK4E5,641,414.59,2,2023-01-28,2023-01-30,27
366,2023-01-26 12:54:10.302000,2023-01-26 12:54:10.302000,19,3,D8X7HHA,78,393.30,2,2023-02-01,2023-02-01,13
367,2023-01-26 14:23:10.032000,2023-01-26 14:23:10.032000,17,9,22NKXE2,398,20.36,1,2023-02-02,2023-01-29,6
368,2023-01-26 14:57:10.406000,2023-01-26 14:57:10.406000,12,15,9XPN2H5,696,968.32,1,2023-02-02,2023-01-30,22
369,2023-01-26 16:25:10.055000,2023-01-26 16:25:10.055000,3,13,F0MP3R1,610,698.58,1,2023-01-27,2023-01-29,30
370,2023-01-26 17:45:10.341000,2023-01-26 17:45:10.341000,14,2,KWH93OX,514,797.25,1,2023-01-27,2023-01-28,14
371,2023-01-26 18:14:10.351000,2023-01-26 18:14:10.351000,15,7,8916H4Z,760,610.02,2,2023-02-01,2023-01-28,1
372,2023-01-27 09:36:10.397000,2023-01-27 09:36:10.397000,16,17,63XVBMW,934,946.39,1,2023-02-02,2023-01-31,27
373,2023-01-27 09:40:10.243000,2023-01-27 09:40:10.243000,16,13,PBMEATX,136,886.81,2,2023-01-28,2023-01-30,29
374,2023-01-27 10:08:09.960000,2023-01-27 10:08:09.960000,4,9,E3P0KZ9,370,283.24,3,2023-01-27,2023-01-30,4
375,2023-01-27 11:18:10.196000,2023-01-27 11:18:10.196000,8,1,MUQ2QUH,504,72.90,2,2023-01-29,2023-02-02,18
376,2023-01-27 11:52:10.082000,2023-01-27 11:52:10.082000,14,14,FOSQ3NI,153,641.92,3,2023-01-28,2023-01-27,23
377,2023-01-27 11:56:09.792000,2023-01-27 11:56:09.792000,5,16,BCK250X,331,564.35,2,2023-01-30,2023-01-28,22
378,2023-01-27 16:59:10.180000,2023-01-27 16:59:10.180000,4,15,UIEJ6QF,764,168.09,2,2023-01-28,2023-01-29,3
379,2023-01-27 17:25:10.087000,2023-01-27 17:25:10.087000,1,9,MHLCRN4,3,437.58,2,2023-01-28,2023-01-31,27
380,2023-01-27 18:34:10.269000,2023-01-27 18:34:10.269000,11,16,MOEPRUU,407,218.17,2,2023-02-03,2023-01-30,26
381,2023-01-30 08:09:10.188000,2023-01-30 08:09:10.188000,15,19,JM7GGVC,180,11.02,1,2023-02-06,2023-02-01,11
382,2023-01-30 09:39:09.986000,2023-01-30 09:39:09.986000,15,16,WXRJL9E,631,876.78,2,2023-02-04,2023-02-03,2
383,2023-01-30 10:16:09.989000,2023-01-30 10:16:09.989000,19,7,XW8AUAX,265,699.68,3,2023-02-04,2023-02-04,12
384,2023-01-30 11:47:09.867000,2023-01-30 11:47:09.867000,3,14,CJMWKH3,924,113.89,2,2023-02-03,2023-02-05,1
385,2023-01-30 11:56:09.904000,2023-01-30 11:56:09.904000,3,3,LCE8B7K,492,430.18,3,2023-02-02,2023-02-04,16
386,2023-01-30 12:12:10.183000,2023-01-30 12:12:10.183000,7,20,AK6XLOJ,596,505.37,2,2023-02-01,2023-02-04,24
387,2023-01-30 12:37:10.409000,2023-01-30 12:37:10.409000,13,20,C7B3H8X,180,171.05,2,2023-01-30,2023-02-03,22
388,2023-01-30 13:08:09.824000,2023-01-30 13:08:09.824000,15,2,QHV4425,327,307.11,1,2023-02-03,2023-02-01,14
389,2023-01-30 13:47:09.947000,2023-01-30 13:47:09.947000,4,20,KNVVCCG,40,330.55,3,2023-02-01,2023-02-05,3
390,2023-01-30 15:16:10.289000,2023-01-30 15:16:10.289000,13,16,ZBPNS2G,481,607.48,1,2023-02-04,2023-01-30,22
391,2023-01-30 16:15:10.397000,2023-01-30 16:15:10.397000,15,18,KV7AR1E,478,946.96,2,2023-02-01,2023-02-01,11
392,2023-01-30 18:18:10.551000,2023-01-30 18:18:10.551000,8,17,VDTRMCJ,452,9.19,1,2023-02-02,2023-02-02,26
393,2023-01-31 08:39:09.908000,2023-01-31 08:39:09.908000,4,19,L6XFCFE,377,916.63,2,2023-01-31,2023-02-02,17
395,2023-01-31 09:24:10.385000,2023-01-31 09:24:10.385000,12,18,V7G31PF,998,65.28,1,2023-02-01,2023-02-01,30
396,2023-01-31 12:19:09.951000,2023-01-31 12:19:09.951000,13,13,K4FDCTD,569,429.08,1,2023-02-02,2023-02-03,24
398,2023-01-31 15:24:10.330000,2023-01-31 15:24:10.330000,17,18,8YOT7Q5,232,585.04,1,2023-02-02,2023-02-03,29
399,2023-01-31 17:35:10.125000,2023-01-31 17:35:10.125000,8,12,J7I17D7,622,691.45,1,2023-01-31,2023-02-01,23
400,2023-01-31 18:24:10.289000,2023-01-31 18:24:10.289000,3,19,8SOOJZQ,512,712.07,1,2023-02-04,2023-02-02,2
401,2023-01-31 18:46:10.354000,2023-01-31 18:46:10.354000,4,13,E8RTYMA,971,737.91,1,2023-02-05,2023-02-03,28
